adjusted_reports,chain_id,dimension,gross_gain_usd,key,loss_usd,net_yield_usd,priced_reports,raw_gross_gain_usd,raw_loss_usd,raw_net_yield_usd,reports,strategy_address,unpriced_reports,vault_address
0,1,strategy,391.5622346956879238555713890,1:0xEf13132265e3CBE36814054D629fA214EfC29c90,0,391.5622346956879238555713890,22,391.5622346956879238555713890,0,391.5622346956879238555713890,26,0xEf13132265e3CBE36814054D629fA214EfC29c90,4,
0,1,strategy,0,1:0x28964aB13868B15BE20100124314CF92bBB225c9,0,0,1,0,0,0,2,0x28964aB13868B15BE20100124314CF92bBB225c9,1,
0,1,strategy,0,1:0x4D7dA893fDED3B84102c5BF209D2fd2550Cfb1F4,0,0,2,0,0,0,2,0x4D7dA893fDED3B84102c5BF209D2fd2550Cfb1F4,0,
0,1,strategy,0,1:0x2eb648F654B6DB98f777D6C71c0FedB961cf278e,0,0,1,0,0,0,2,0x2eb648F654B6DB98f777D6C71c0FedB961cf278e,1,
0,1,strategy,98957.0017631225258386396245,1:0xA55713A301F23B02DCBE36321164a78614e368dF,0,98957.0017631225258386396245,29,98957.0017631225258386396245,0,98957.0017631225258386396245,29,0xA55713A301F23B02DCBE36321164a78614e368dF,0,
0,1,strategy,7424.338490111065681755713078,1:0x40B2e65AF332835833658905BD086EBf2bD074c3,0,7424.338490111065681755713078,91,7424.338490111065681755713078,0,7424.338490111065681755713078,91,0x40B2e65AF332835833658905BD086EBf2bD074c3,0,
0,1,strategy,4834.928958826441435662073080,1:0xAA76A865759D631cB721ec6964e9308D528672dF,0,4834.928958826441435662073080,90,4834.928958826441435662073080,0,4834.928958826441435662073080,90,0xAA76A865759D631cB721ec6964e9308D528672dF,0,
0,1,strategy,1908.788095421088795779919367,1:0xEd8Ef96eFeEd2cD2A0A2A78a1a8bfF8dd24BA82d,0,1908.788095421088795779919367,7,1908.788095421088795779919367,0,1908.788095421088795779919367,7,0xEd8Ef96eFeEd2cD2A0A2A78a1a8bfF8dd24BA82d,0,
0,1,strategy,0,1:0x68654b9374D4602b964AcBD8bAd3764a70DfC103,0,0,1,0,0,0,1,0x68654b9374D4602b964AcBD8bAd3764a70DfC103,0,
0,1,strategy,2143.048664979923590390701433,1:0xDC5FDF4a2018f1836BcE402e0FFe2c0E44a49e68,0,2143.048664979923590390701433,11,2143.048664979923590390701433,0,2143.048664979923590390701433,32,0xDC5FDF4a2018f1836BcE402e0FFe2c0E44a49e68,21,
